what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334035203273
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334035235412
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334035275620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035277722
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035280161
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035281753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035283305
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334035424004
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334035433091
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334035450284
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334035476545
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035478469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035479599
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035485659
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035487014
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035487894
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035488744
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035498372
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035499465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334035537923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035540461
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035541833
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035543884
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035584404
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334035596724
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035598052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035632836
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334035636488
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334035659124
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334035660641
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334035661452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035666047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035668395
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334035677976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035730760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035739066
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1334035741856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334035752103
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035776583
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035778611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035779075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035785967
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035799741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035800857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035801314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035807406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035838847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035839965
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035840413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035845000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334035876167
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334035878160
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334035878852
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334035879681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334035883728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334035889564
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334035890619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334035891918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334035908422
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035911952
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035916948
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035940287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035941283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035941750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035948671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035949740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334035976230
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334036032914
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036045088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036084175
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334036106245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036130331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036131831
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036132335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036160011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036167836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036169335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1334036178095
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334036186049
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334036197666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036199278
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036203604
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334036242374
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334036242575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036257249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036310258
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036332472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334036343902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036348295
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036351967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334036358293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036360190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036364236
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334036366677
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334036366898
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036393902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036394979
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036395441
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036398860
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334036399918
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334036400103
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1334036416893
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334036421835
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334036426554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036428113
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036429052
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036430488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334036437051
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036448309
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036448719
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036449178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036449968
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036450501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036451140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036451981
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036452451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036452815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036453138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036453387
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036453817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334036454307
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1334036462583
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334036464480
